"sale_amount","sale_date","property_status","address","multi_lot_sale","land_area","suburb"
1015000,"2008-06-03","House","25 LEXCEN CL, COTTESLOE","N",420,"COTTESLOE"
950000,"2011-05-03","House","23 LEXCEN CL, COTTESLOE","N",420,"COTTESLOE"
246500,"1995-07-02","House","21 LEXCEN CL, COTTESLOE","N",420,"COTTESLOE"
211000,"1991-04-21","House","19 LEXCEN CL, COTTESLOE","N",420,"COTTESLOE"
1445000,"2017-06-17","House","17 LEXCEN CL, COTTESLOE","N",420,"COTTESLOE"
162000,"1990-09-15","House","19 ROSSER ST, COTTESLOE","N",445,"COTTESLOE"
2550000,"2021-11-13","House","21 ROSSER ST, COTTESLOE","N",445,"COTTESLOE"
1380000,"2006-07-01","House","17 ROSSER ST, COTTESLOE","N",445,"COTTESLOE"
570000,"1999-04-19","House","23 ROSSER ST, COTTESLOE","N",445,"COTTESLOE"
2000000,"2009-02-09","House","15 A ROSSER ST, COTTESLOE","N",445,"COTTESLOE"
1450000,"2011-09-16","House","13 ROSSER ST, COTTESLOE","N",445,"COTTESLOE"
981000,"1999-05-22","House","7 ROSSER ST, COTTESLOE","N",885.25,"COTTESLOE"
485000,"1994-07-30","House","10 WEBB ST, COTTESLOE","N",885.25,"COTTESLOE"
2710000,"2011-10-23","House","8 WEBB ST, COTTESLOE","N",885.25,"COTTESLOE"
1250000,"2014-03-22","House","16 A WEBB ST, COTTESLOE","N",445,"COTTESLOE"
565000,"2002-01-03","House","22 WEBB ST, COTTESLOE","N",445,"COTTESLOE"
1465000,"2013-07-25","House","20 WEBB ST, COTTESLOE","N",445,"COTTESLOE"
240000,"1993-06-27","House","15 LEXCEN CL, COTTESLOE","N",420,"COTTESLOE"
465000,"2000-05-09","House","24 WEBB ST, COTTESLOE","N",420,"COTTESLOE"
686500,"2002-03-28","House","7 LEXCEN CL, COTTESLOE","N",627,"COTTESLOE"
426700,"2005-10-19","House","5 LEXCEN CL, COTTESLOE","N",627,"COTTESLOE"
733000,"1999-06-30","House","17 A WEBB ST, COTTESLOE","N",503,"COTTESLOE"
700000,"2004-07-22","House","19 WEBB ST, COTTESLOE","N",503,"COTTESLOE"
1835000,"2008-12-22","House","21 WEBB ST, COTTESLOE","N",503,"COTTESLOE"
490000,"1997-05-30","House","52 PEARSE ST, COTTESLOE","N",503,"COTTESLOE"
550000,"1996-10-05","House","44 PEARSE ST, COTTESLOE","N",787,"COTTESLOE"
2220000,"2008-11-15","House","46 PEARSE ST, COTTESLOE","N",787,"COTTESLOE"
850000,"1999-11-06","House","9 WEBB ST, COTTESLOE","N",1083,"COTTESLOE"
1180000,"2005-07-02","House","48 PEARSE ST, COTTESLOE","N",503,"COTTESLOE"
302500,"1990-04-11","House","11 WEBB ST, COTTESLOE","N",678,"COTTESLOE"
1285000,"2013-10-04","House","68 PEARSE ST, COTTESLOE","N",421,"COTTESLOE"
1800000,"2010-01-17","House","64 PEARSE ST, COTTESLOE","N",503,"COTTESLOE"
1700000,"2016-06-08","House","135 CURTIN AV, COTTESLOE","N",491,"COTTESLOE"
790000,"2006-01-20","House","131 CURTIN AV, COTTESLOE","N",491,"COTTESLOE"
1090000,"2015-05-13","House","133 CURTIN AV, COTTESLOE","N",491,"COTTESLOE"
1910000,"2018-01-26","House","45 PEARSE ST, COTTESLOE","N",387,"COTTESLOE"
2375000,"2021-08-14","House","47 PEARSE ST, COTTESLOE","N",491,"COTTESLOE"
680000,"1996-07-18","House","43 PEARSE ST, COTTESLOE","N",390,"COTTESLOE"
1850000,"2017-02-14","House","20 LILLIAN ST, COTTESLOE","N",488,"COTTESLOE"
1350000,"2015-04-09","House","20 A LILLIAN ST, COTTESLOE","N",491,"COTTESLOE"
622000,"2001-02-15","House","49 PEARSE ST, COTTESLOE","N",491,"COTTESLOE"
1700000,"2020-10-07","House","22 LILLIAN ST, COTTESLOE","N",491,"COTTESLOE"
3600000,"2022-03-12","House","26 LILLIAN ST, COTTESLOE","N",613.783,"COTTESLOE"
2350000,"2017-08-30","House","24 LILLIAN ST, COTTESLOE","N",402,"COTTESLOE"
2730000,"2008-07-04","House","53 PEARSE ST, COTTESLOE","N",491,"COTTESLOE"
420000,"1999-02-19","Empty block","55 PEARSE ST, COTTESLOE","N",491,"COTTESLOE"
1250000,"2013-05-27","House","57 PEARSE ST, COTTESLOE","N",364,"COTTESLOE"
1950000,"2016-11-27","House","14 A LILLIAN ST, COTTESLOE","N",390,"COTTESLOE"
1325000,"2006-05-24","House","28 LILLIAN ST, COTTESLOE","N",539,"COTTESLOE"
1495000,"2013-05-04","House","127 CURTIN AV, COTTESLOE","N",468,"COTTESLOE"
1300000,"2005-09-08","House","129 CURTIN AV, COTTESLOE","N",464,"COTTESLOE"
1620000,"2020-06-28","House","23 LILLIAN ST, COTTESLOE","N",468,"COTTESLOE"
2050000,"2011-09-09","House","21 LILLIAN ST, COTTESLOE","N",690,"COTTESLOE"
1350000,"2018-05-31","House","119 CURTIN AV, COTTESLOE","N",491,"COTTESLOE"
340000,"2000-12-23","House","121 CURTIN AV, COTTESLOE","N",491,"COTTESLOE"
2850000,"2023-08-06","House","20 REGINALD ST, COTTESLOE","N",832,"COTTESLOE"
1525000,"2005-03-06","House","19 LILLIAN ST, COTTESLOE","N",611,"COTTESLOE"
2300000,"2020-09-12","House","16 REGINALD ST, COTTESLOE","N",405,"COTTESLOE"
1930000,"2012-03-09","House","15 LILLIAN ST, COTTESLOE","N",405,"COTTESLOE"
3950000,"2022-12-12","House","13 LILLIAN ST, COTTESLOE","N",492,"COTTESLOE"
3825000,"2022-06-07","House","18 REGINALD ST, COTTESLOE","N",631,"COTTESLOE"
1000000,"2016-03-01","House","117 CURTIN AV, COTTESLOE","N",754,"COTTESLOE"
935000,"2012-08-11","House","117 A CURTIN AV, COTTESLOE","N",491,"COTTESLOE"
1225000,"2010-02-18","House","101 CURTIN AV, COTTESLOE","N",281,"COTTESLOE"
1225000,"2010-02-18","House","101 CURTIN AV, COTTESLOE","N",139,"COTTESLOE"
879000,"2005-12-11","House","105 CURTIN AV, COTTESLOE","N",331,"COTTESLOE"
1175000,"2012-07-27","House","109 CURTIN AV, COTTESLOE","N",367,"COTTESLOE"
445000,"2003-03-13","House","107 CURTIN AV, COTTESLOE","N",349,"COTTESLOE"
220000,"1996-10-10","House","111 CURTIN AV, COTTESLOE","N",384,"COTTESLOE"
520000,"2003-06-23","House","19 REGINALD ST, COTTESLOE","N",468,"COTTESLOE"
455000,"1998-09-18","House","17 REGINALD ST, COTTESLOE","N",617,"COTTESLOE"
2320000,"2015-08-18","House","14 GEORGE ST, COTTESLOE","N",703,"COTTESLOE"
1885000,"2012-09-27","House","10 GEORGE ST, COTTESLOE","N",501,"COTTESLOE"
585000,"2001-12-08","House","12 GEORGE ST, COTTESLOE","N",458,"COTTESLOE"
2150000,"2016-09-21","House","1 REGINALD ST, COTTESLOE","N",390,"COTTESLOE"
920000,"2002-02-05","House","3 REGINALD ST, COTTESLOE","N",390,"COTTESLOE"
2300000,"2012-02-14","House","5 REGINALD ST, COTTESLOE","N",390,"COTTESLOE"
2900000,"2022-02-07","House","9 GEORGE ST, COTTESLOE","N",344,"COTTESLOE"
1212000,"2004-08-19","House","8 GEORGE ST, COTTESLOE","N",579,"COTTESLOE"
1600000,"2020-10-24","House","6 GEORGE ST, COTTESLOE","N",377,"COTTESLOE"
1320000,"2018-06-08","House","4 GEORGE ST, COTTESLOE","N",506,"COTTESLOE"
1690000,"2019-06-07","House","2 A GEORGE ST, COTTESLOE","N",458,"COTTESLOE"
3300000,"2017-09-12","House","3 GEORGE ST, COTTESLOE","N",405,"COTTESLOE"
960000,"2016-03-24","House","1 GEORGE ST, COTTESLOE","N",341,"COTTESLOE"
2850000,"2016-11-10","House","30 BROOME ST, COTTESLOE","N",473,"COTTESLOE"
1670000,"2013-11-16","House","28 BROOME ST, COTTESLOE","N",478,"COTTESLOE"
575000,"1999-05-06","House","32 BROOME ST, COTTESLOE","N",465,"COTTESLOE"
2675000,"2014-11-29","House","26 BROOME ST, COTTESLOE","N",593.687,"COTTESLOE"
1340000,"2007-07-18","House","32 SALVADO ST, COTTESLOE","N",390,"COTTESLOE"
2075000,"2018-04-03","House","31 BROOME ST, COTTESLOE","N",279,"COTTESLOE"
2025000,"2008-05-07","House","27 ROSENDO ST, COTTESLOE","N",279,"COTTESLOE"
1625000,"2015-05-03","House","29 BROOME ST, COTTESLOE","N",354,"COTTESLOE"
2350000,"2021-09-25","House","34 A BROOME ST, COTTESLOE","N",405,"COTTESLOE"
1290000,"2016-10-27","Empty block","1 B REGINALD ST, COTTESLOE","N",407,"COTTESLOE"
977500,"2004-04-06","House","25 ROSENDO ST, COTTESLOE","N",279,"COTTESLOE"
1200000,"2012-01-05","House","23 ROSENDO ST, COTTESLOE","N",279,"COTTESLOE"
3725000,"2011-11-18","House","15 ROSENDO ST, COTTESLOE","N",911,"COTTESLOE"
410000,"1993-02-14","House","17 ROSENDO ST, COTTESLOE","N",683,"COTTESLOE"
780000,"2001-07-21","House","19 A ROSENDO ST, COTTESLOE","N",335.455,"COTTESLOE"
438000,"1997-06-12","House","27 BROOME ST, COTTESLOE","N",355,"COTTESLOE"
1975000,"2012-04-03","House","25 BROOME ST, COTTESLOE","N",683,"COTTESLOE"
4050000,"2019-04-05","House","26 SALVADO ST, COTTESLOE","N",911,"COTTESLOE"
2200000,"2017-12-16","House","23 BROOME ST, COTTESLOE","N",683,"COTTESLOE"
2740000,"2015-09-08","House","28 SALVADO ST, COTTESLOE","N",333,"COTTESLOE"
2500000,"2016-06-24","House","21 BROOME ST, COTTESLOE","N",352,"COTTESLOE"
800000,"2001-12-01","House","18 PRINCES ST, COTTESLOE","N",368,"COTTESLOE"
2650000,"2008-04-17","House","21 A SALVADO ST, COTTESLOE","N",434,"COTTESLOE"
3140000,"2010-09-28","House","21 C SALVADO ST, COTTESLOE","N",326,"COTTESLOE"
370000,"1997-10-01","Empty block","18 A PRINCES ST, COTTESLOE","N",368,"COTTESLOE"
600000,"2005-03-31","Strata","23 A SALVADO ST, COTTESLOE","N",321,"COTTESLOE"
515000,"2000-10-10","Strata","23 SALVADO ST, COTTESLOE","N",332,"COTTESLOE"
985000,"2012-03-11","Strata","23 B SALVADO ST, COTTESLOE","N",258,"COTTESLOE"
2800000,"2010-06-30","House","21 B SALVADO ST, COTTESLOE","N",326,"COTTESLOE"
1630000,"2020-08-21","House","35 SALVADO ST, COTTESLOE","N",491,"COTTESLOE"
3600000,"2021-12-29","House","18 BROOME ST, COTTESLOE","N",746,"COTTESLOE"
1650000,"2020-07-25","House","31 SALVADO ST, COTTESLOE","N",491,"COTTESLOE"
1900000,"2018-01-08","House","33 SALVADO ST, COTTESLOE","N",491,"COTTESLOE"
230000,"1992-10-03","Empty block","20 BROOME ST, COTTESLOE","N",491,"COTTESLOE"
761000,"2004-10-20","House","34 SALVADO ST, COTTESLOE","N",390,"COTTESLOE"
1172000,"2018-04-15","House","36 SALVADO ST, COTTESLOE","N",390,"COTTESLOE"
1300000,"2016-10-24","House","2 GEORGE ST, COTTESLOE","N",410,"COTTESLOE"
215000,"1993-12-31","House","91 CURTIN AV, COTTESLOE","N",314,"COTTESLOE"
1400000,"2014-03-09","House","87 CURTIN AV, COTTESLOE","N",549,"COTTESLOE"
675000,"2017-05-25","Empty block","43 SALVADO ST, COTTESLOE","N",294,"COTTESLOE"
1350000,"2019-10-31","Strata","41 SALVADO ST, COTTESLOE","N",294,"COTTESLOE"
780000,"2016-11-18","Empty block","39 SALVADO ST, COTTESLOE","N",294,"COTTESLOE"
750000,"2004-05-24","House","85 CURTIN AV, COTTESLOE","N",736,"COTTESLOE"
435000,"2000-09-02","House","37 SALVADO ST, COTTESLOE","N",438,"COTTESLOE"
320000,"1998-01-08","House","81 CURTIN AV, COTTESLOE","N",736,"COTTESLOE"
1500000,"2020-09-27","House","73 CURTIN AV, COTTESLOE","N",491,"COTTESLOE"
2450000,"2016-12-23","Strata","14 B BROOME ST, COTTESLOE","N",509,"COTTESLOE"
930000,"2009-07-02","House","79 CURTIN AV, COTTESLOE","N",491,"COTTESLOE"
2125000,"2017-12-03","Strata","26 PRINCES ST, COTTESLOE","N",420,"COTTESLOE"
1330000,"2008-05-01","House","71 CURTIN AV, COTTESLOE","N",491,"COTTESLOE"
1600000,"2012-09-21","House","16 BROOME ST, COTTESLOE","N",622,"COTTESLOE"
2925000,"2023-02-01","House","17 BROOME ST, COTTESLOE","N",360,"COTTESLOE"
1500000,"2013-06-10","Strata","17 A BROOME ST, COTTESLOE","N",369,"COTTESLOE"
1225000,"2009-09-17","House","31 PRINCES ST, COTTESLOE","N",491,"COTTESLOE"
2550000,"2020-09-21","House","23 PRINCES ST, COTTESLOE","N",509,"COTTESLOE"
995000,"2004-02-24","House","15 BROOME ST, COTTESLOE","N",494,"COTTESLOE"
925000,"2012-01-20","House","67 CURTIN AV, COTTESLOE","N",402,"COTTESLOE"
1500000,"2011-07-01","House","14 BROOME ST, COTTESLOE","N",251,"COTTESLOE"
1330000,"2015-07-02","House","10 BROOME ST, COTTESLOE","N",460.989,"COTTESLOE"
310000,"1998-03-27","House","6 BROOME ST, COTTESLOE","N",615,"COTTESLOE"
1635000,"2019-11-08","House","4 BROOME ST, COTTESLOE","N",339,"COTTESLOE"
1130000,"2003-04-23","House","29 BEACH ST, COTTESLOE","N",333,"COTTESLOE"
2450000,"2010-04-24","House","31 BEACH ST, COTTESLOE","N",314,"COTTESLOE"
3012000,"2022-04-20","House","36 BEACH ST, COTTESLOE","N",456,"COTTESLOE"
1800000,"2020-08-22","House","38 BEACH ST, COTTESLOE","N",442,"COTTESLOE"
1800000,"2018-05-17","House","24 BEACH ST, COTTESLOE","N",456,"COTTESLOE"
380000,"1989-11-06","House","26 BEACH ST, COTTESLOE","N",456,"COTTESLOE"
387000,"1992-01-05","House","28 BEACH ST, COTTESLOE","N",457,"COTTESLOE"
1965000,"2011-04-08","House","22 BEACH ST, COTTESLOE","N",456,"COTTESLOE"
550000,"1996-05-04","House","20 BEACH ST, COTTESLOE","N",456,"COTTESLOE"
1835000,"2016-04-15","House","30 BEACH ST, COTTESLOE","N",456,"COTTESLOE"
860000,"1999-12-14","House","32 BEACH ST, COTTESLOE","N",457,"COTTESLOE"
1800000,"2009-02-06","House","34 BEACH ST, COTTESLOE","N",456,"COTTESLOE"
2200000,"2003-11-05","House","25 BEACH ST, COTTESLOE","N",726,"COTTESLOE"
685000,"1999-03-29","House","27 BEACH ST, COTTESLOE","N",642,"COTTESLOE"
4300000,"2015-11-06","House","21 BEACH ST, COTTESLOE","N",912,"COTTESLOE"
700000,"2006-07-06","Empty block","17 A BEACH ST, COTTESLOE","N",340,"COTTESLOE"
2040000,"2014-12-05","House","4 AVONMORE TCE, COTTESLOE","N",587,"COTTESLOE"
2450000,"2017-01-05","House","16 BEACH ST, COTTESLOE","N",301,"COTTESLOE"
2200000,"2012-07-27","House","16 A BEACH ST, COTTESLOE","N",301,"COTTESLOE"
170000,"1993-08-13","House","21 PRINCES ST, COTTESLOE","N",509,"COTTESLOE"
2250000,"2010-01-11","House","19 PRINCES ST, COTTESLOE","N",511,"COTTESLOE"
4100000,"2004-07-01","House","24 PRINCES ST, COTTESLOE","N",1702,"COTTESLOE"
420000,"1994-01-25","Strata","17 B BROOME ST, COTTESLOE","N",369,"COTTESLOE"
4450000,"2010-09-23","House","14 PRINCES ST, COTTESLOE","N",832,"COTTESLOE"
5100000,"2020-11-02","House","60 A MARINE PDE, COTTESLOE","N",452,"COTTESLOE"
5470000,"2021-02-19","House","60 MARINE PDE, COTTESLOE","N",582,"COTTESLOE"
350000,"1993-12-06","Empty block","54 A MARINE PDE, COTTESLOE","N",546,"COTTESLOE"
2250000,"2005-11-03","Strata","2 A BEACH ST, COTTESLOE","N",565,"COTTESLOE"
5800000,"2023-04-06","Strata","1/3 PRINCES ST, COTTESLOE","N",335,"COTTESLOE"
1080000,"2011-11-10","Strata","2/3 PRINCES ST, COTTESLOE","N",323,"COTTESLOE"
3400000,"2021-09-03","House","4 A BEACH ST, COTTESLOE","N",506,"COTTESLOE"
1250000,"2002-03-10","House","10 BEACH ST, COTTESLOE","N",817.232,"COTTESLOE"
8800000,"2017-03-02","House","7 AVONMORE TCE, COTTESLOE","N",1031.023,"COTTESLOE"
4500000,"2013-11-10","House","3 AVONMORE TCE, COTTESLOE","N",484,"COTTESLOE"
3155000,"2011-04-11","House","6 BEACH ST, COTTESLOE","N",279,"COTTESLOE"
3000000,"2020-02-10","House","4 BEACH ST, COTTESLOE","N",408,"COTTESLOE"
5825000,"2022-04-11","House","3 BEACH ST, COTTESLOE","N",452,"COTTESLOE"
5160000,"2018-07-03","House","48 MARINE PDE, COTTESLOE","N",688,"COTTESLOE"
3100000,"2021-12-09","Strata","2 BEACH ST, COTTESLOE","N",349,"COTTESLOE"
4600000,"2020-12-07","House","9 SALVADO ST, COTTESLOE","N",911,"COTTESLOE"
3000000,"2005-02-02","House","15 SALVADO ST, COTTESLOE","N",610,"COTTESLOE"
1250000,"1997-11-24","House","11 AVONMORE TCE, COTTESLOE","N",665,"COTTESLOE"
2000000,"2006-05-17","Empty block","12 SALVADO ST, COTTESLOE","N",342,"COTTESLOE"
3850000,"2014-09-04","House","13 AVONMORE TCE, COTTESLOE","N",572,"COTTESLOE"
3600000,"2015-06-25","House","13 A AVONMORE TCE, COTTESLOE","N",572,"COTTESLOE"
5500000,"2020-06-04","House","66 MARINE PDE, COTTESLOE","N",727,"COTTESLOE"
15600000,"2022-07-25","House","2 SALVADO ST, COTTESLOE","N",1492,"COTTESLOE"
2600000,"2006-02-03","Strata","11 A ROSENDO ST, COTTESLOE","N",298,"COTTESLOE"
5200000,"2013-03-23","House","12 ROSENDO ST, COTTESLOE","N",1317,"COTTESLOE"
6000000,"2018-03-22","House","72 MARINE PDE, COTTESLOE","N",905,"COTTESLOE"
2300000,"2020-03-05","Strata","2/80 MARINE PDE, COTTESLOE","N",356,"COTTESLOE"
3000000,"2011-04-26","House","84 MARINE PDE, COTTESLOE","N",300,"COTTESLOE"
3485000,"2015-12-16","House","6 DEANE ST, COTTESLOE","N",569,"COTTESLOE"
6000000,"2017-07-23","House","2 DEANE ST, COTTESLOE","N",569,"COTTESLOE"
3285000,"2015-08-06","House","4 DEANE ST, COTTESLOE","N",569,"COTTESLOE"
2325000,"2001-11-17","House","84 B MARINE PDE, COTTESLOE","N",510,"COTTESLOE"
2900000,"2016-02-24","House","84 A MARINE PDE, COTTESLOE","N",300,"COTTESLOE"
910000,"1998-03-11","House","9 PEARSE ST, COTTESLOE","N",435,"COTTESLOE"
3300000,"2017-09-13","House","10 DEANE ST, COTTESLOE","N",569,"COTTESLOE"
2750000,"2014-10-29","House","8 DEANE ST, COTTESLOE","N",569,"COTTESLOE"
3000000,"2015-02-27","House","12 DEANE ST, COTTESLOE","N",569,"COTTESLOE"
1650000,"2016-07-24","Strata","16 A DEANE ST, COTTESLOE","N",390,"COTTESLOE"
3500000,"2014-11-07","House","29 AVONMORE TCE, COTTESLOE","N",340,"COTTESLOE"
1250000,"2004-03-13","Strata","16 DEANE ST, COTTESLOE","N",461,"COTTESLOE"
2500000,"2009-01-20","House","18 DEANE ST, COTTESLOE","N",351,"COTTESLOE"
2350000,"2014-02-24","House","27 AVONMORE TCE, COTTESLOE","N",455,"COTTESLOE"
1750000,"2005-03-03","House","13 DEANE ST, COTTESLOE","N",302,"COTTESLOE"
780000,"1994-07-10","House","15 DEANE ST, COTTESLOE","N",455,"COTTESLOE"
3850000,"2014-10-22","House","10 ROSENDO ST, COTTESLOE","N",688,"COTTESLOE"
625000,"1998-03-25","Empty block","10 A ROSENDO ST, COTTESLOE","N",511,"COTTESLOE"
2850000,"2014-05-03","House","7 DEANE ST, COTTESLOE","N",731,"COTTESLOE"
2500000,"2004-05-12","House","11 DEANE ST, COTTESLOE","N",911,"COTTESLOE"
2295000,"2009-12-30","House","25 AVONMORE TCE, COTTESLOE","N",455,"COTTESLOE"
870000,"1997-03-22","House","26 AVONMORE TCE, COTTESLOE","N",610,"COTTESLOE"
2600000,"2012-08-05","House","21 DEANE ST, COTTESLOE","N",923,"COTTESLOE"
4600000,"2018-03-20","House","30 AVONMORE TCE, COTTESLOE","N",313,"COTTESLOE"
4400000,"2019-03-25","House","28 AVONMORE TCE, COTTESLOE","N",303,"COTTESLOE"
2000000,"2021-08-16","Empty block","20 A DEANE ST, COTTESLOE","N",515,"COTTESLOE"
4350000,"2022-08-06","House","20 DEANE ST, COTTESLOE","N",569.089,"COTTESLOE"
4100000,"2017-12-11","House","32 AVONMORE TCE, COTTESLOE","N",289,"COTTESLOE"
5185000,"2016-05-27","Empty block","34 A AVONMORE TCE, COTTESLOE","N",289,"COTTESLOE"
2300000,"2019-12-23","Strata","25 DEANE ST, COTTESLOE","N",416,"COTTESLOE"
1600000,"2021-04-02","Strata","23 DEANE ST, COTTESLOE","N",309,"COTTESLOE"
260000,"1993-10-15","Empty block","33 DEANE ST, COTTESLOE","N",388,"COTTESLOE"
1475000,"2003-04-15","House","41 BROOME ST, COTTESLOE","N",526,"COTTESLOE"
2500000,"2012-05-06","House","27 A DEANE ST, COTTESLOE","N",448,"COTTESLOE"
2650000,"2012-08-24","House","18 ROSENDO ST, COTTESLOE","N",449,"COTTESLOE"
2450000,"2006-06-03","House","18 A ROSENDO ST, COTTESLOE","N",449,"COTTESLOE"
3400000,"2011-08-06","House","42 BROOME ST, COTTESLOE","N",764,"COTTESLOE"
2280000,"2019-05-01","House","2 A REGINALD ST, COTTESLOE","N",376,"COTTESLOE"
2055000,"2013-07-02","House","38 BROOME ST, COTTESLOE","N",464,"COTTESLOE"
267500,"1994-11-29","House","1 LILLIAN ST, COTTESLOE","N",400,"COTTESLOE"
3042500,"2014-03-25","House","2 REGINALD ST, COTTESLOE","N",402,"COTTESLOE"
3400000,"2010-10-01","House","40 BROOME ST, COTTESLOE","N",921,"COTTESLOE"
1820000,"2005-12-20","House","7 LILLIAN ST, COTTESLOE","N",552,"COTTESLOE"
2600000,"2023-03-10","House","10 REGINALD ST, COTTESLOE","N",405,"COTTESLOE"
2205000,"2017-11-13","House","6 B REGINALD ST, COTTESLOE","N",405,"COTTESLOE"
2500000,"2021-10-27","House","5 LILLIAN ST, COTTESLOE","N",405,"COTTESLOE"
1600000,"2005-02-06","House","8 REGINALD ST, COTTESLOE","N",405,"COTTESLOE"
3050000,"2023-05-23","House","12 REGINALD ST, COTTESLOE","N",410,"COTTESLOE"
2450000,"2013-06-25","House","14 REGINALD ST, COTTESLOE","N",405,"COTTESLOE"
2960000,"2019-09-23","House","9 LILLIAN ST, COTTESLOE","N",489,"COTTESLOE"
2900000,"2018-07-23","House","11 LILLIAN ST, COTTESLOE","N",487,"COTTESLOE"
2729000,"2021-01-06","House","6 REGINALD ST, COTTESLOE","N",405,"COTTESLOE"
1800000,"2022-11-02","House","3 LILLIAN ST, COTTESLOE","N",405,"COTTESLOE"
1690000,"2016-06-03","House","4 REGINALD ST, COTTESLOE","N",405,"COTTESLOE"
2600000,"2018-11-02","House","1 A LILLIAN ST, COTTESLOE","N",405,"COTTESLOE"
2750000,"2021-03-01","House","44 BROOME ST, COTTESLOE","N",420,"COTTESLOE"
3250000,"2021-03-04","House","44 A BROOME ST, COTTESLOE","N",420,"COTTESLOE"
865000,"2000-12-11","House","43 BROOME ST, COTTESLOE","N",374,"COTTESLOE"
318000,"1989-09-07","House","34 DEANE ST, COTTESLOE","N",569.089,"COTTESLOE"
900000,"2001-10-16","House","36 DEANE ST, COTTESLOE","N",393,"COTTESLOE"
1930000,"2019-11-14","House","43 A BROOME ST, COTTESLOE","N",374,"COTTESLOE"
2950000,"2011-01-07","House","48 BROOME ST, COTTESLOE","N",405,"COTTESLOE"
755000,"2003-10-14","House","31 PEARSE ST, COTTESLOE","N",405,"COTTESLOE"
1840000,"2004-09-11","Empty block","48 A BROOME ST, COTTESLOE","N",405,"COTTESLOE"
1800000,"2021-08-23","House","6 LILLIAN ST, COTTESLOE","N",390,"COTTESLOE"
1375000,"2021-04-19","House","4 LILLIAN ST, COTTESLOE","N",420,"COTTESLOE"
1350000,"2005-03-20","House","6 A LILLIAN ST, COTTESLOE","N",390,"COTTESLOE"
801000,"2005-04-02","Empty block","37 PEARSE ST, COTTESLOE","N",344,"COTTESLOE"
2600000,"2017-07-03","House","37 A PEARSE ST, COTTESLOE","N",344,"COTTESLOE"
525000,"1998-10-10","House","8 LILLIAN ST, COTTESLOE","N",390,"COTTESLOE"
2285000,"2019-11-14","House","14 LILLIAN ST, COTTESLOE","N",390,"COTTESLOE"
3100000,"2020-11-09","House","12 LILLIAN ST, COTTESLOE","N",435,"COTTESLOE"
1300000,"2012-01-23","House","10 LILLIAN ST, COTTESLOE","N",390,"COTTESLOE"
5000000,"2011-05-11","House","45 BROOME ST, COTTESLOE","N",1186,"COTTESLOE"
7400000,"2008-04-21","House","19 A PEARSE ST, COTTESLOE","N",910.543,"COTTESLOE"
3150000,"2012-12-11","House","32 DEANE ST, COTTESLOE","N",569.089,"COTTESLOE"
2160000,"2016-10-17","House","30 DEANE ST, COTTESLOE","N",569.089,"COTTESLOE"
3625000,"2009-09-28","House","28 DEANE ST, COTTESLOE","N",569.089,"COTTESLOE"
2950000,"2020-09-18","House","24 DEANE ST, COTTESLOE","N",569.089,"COTTESLOE"
1600000,"2014-01-07","Empty block","34 AVONMORE TCE, COTTESLOE","N",289,"COTTESLOE"
7550000,"2016-11-04","House","13 PEARSE ST, COTTESLOE","N",1007,"COTTESLOE"
10500000,"2007-10-11","House","15 PEARSE ST, COTTESLOE","N",1027,"COTTESLOE"
2000000,"2012-02-07","House","36 PEARSE ST, COTTESLOE","N",787,"COTTESLOE"
4300000,"2006-11-13","House","52 BROOME ST, COTTESLOE","N",885,"COTTESLOE"
500000,"1995-11-10","House","40 PEARSE ST, COTTESLOE","N",787,"COTTESLOE"
11000000,"2017-04-21","House","3 WEBB ST, COTTESLOE","N",2166,"COTTESLOE"
3225000,"2020-10-26","House","38 PEARSE ST, COTTESLOE","N",787,"COTTESLOE"
3800000,"2016-04-02","House","1 WEBB ST, COTTESLOE","N",1083,"COTTESLOE"
525000,"1996-04-28","Empty block","54 A BROOME ST, COTTESLOE","N",577,"COTTESLOE"
3400000,"2014-10-29","House","2 A WEBB ST, COTTESLOE","N",461,"COTTESLOE"
5000000,"2021-06-02","House","2 WEBB ST, COTTESLOE","N",885.25,"COTTESLOE"
4725000,"2018-08-12","House","4 WEBB ST, COTTESLOE","N",882,"COTTESLOE"
7000000,"2023-01-22","House","3 A ROSSER ST, COTTESLOE","N",445,"COTTESLOE"
2650000,"2014-04-15","House","5 ROSSER ST, COTTESLOE","N",885.25,"COTTESLOE"
