address,data_source,property_status,sale_amount,sale_date,multi_lot_sale,land_area
"6 A BIRD ST, COTTESLOE",residential,Non Strata,3300000,2023-08-03,N,300
"6 BIRD ST, COTTESLOE",residential,Vacant,825000,2016-08-15,N,300
"69 NAPIER ST, COTTESLOE",residential,Non Strata,1975000,2017-12-12,N,809.371
"10 D BIRD ST, COTTESLOE",residential,Strata,915000,2016-09-08,N,1289.935
"68 NAPIER ST, COTTESLOE",residential,Non Strata,3800000,2023-10-06,N,594.382
"68 NAPIER ST, COTTESLOE",residential,Non Strata,2100000,2013-09-19,N,594.382
"70 NAPIER ST, COTTESLOE",residential,Non Strata,3100000,2021-07-28,N,637.38
"5 HENRY RD, COTTESLOE",residential,Non Strata,585000,2000-04-15,N,607.028
"11 ATHELSTAN RD, COTTESLOE",residential,Non Strata,2140000,2020-12-05,N,637.38
"9 HENRY RD, COTTESLOE",residential,Non Strata,190000,1991-09-30,N,607.028
"9 ATHELSTAN RD, COTTESLOE",residential,Non Strata,580000,2001-04-01,N,594.382
"7 HENRY RD, COTTESLOE",residential,Non Strata,172500,1990-03-09,N,607.028
"8 ATHELSTAN RD, COTTESLOE",residential,Non Strata,2350000,2018-06-18,N,816.894
"6 ATHELSTAN RD, COTTESLOE",residential,Non Strata,1500000,2012-09-28,N,816.894
"5 HAINING AV, COTTESLOE",residential,Non Strata,3200000,2017-11-13,N,814.365
"7 HAINING AV, COTTESLOE",residential,Non Strata,2901000,2017-10-05,N,814.365
"8 HAINING AV, COTTESLOE",residential,Non Strata,3100000,2008-02-14,N,902.883
"8 HAINING AV, COTTESLOE",residential,Strata,2650000,2018-05-15,N,450
"61 ERIC ST, COTTESLOE",residential,Vacant,296000,1996-02-10,N,814.365
"63 ERIC ST, COTTESLOE",residential,Non Strata,975000,2004-05-19,N,814.365
"66 ERIC ST, COTTESLOE",residential,Non Strata,2183500,2021-01-19,N,579
"64 ERIC ST, COTTESLOE",residential,Non Strata,1708500,2018-01-19,N,579
"60 ERIC ST, COTTESLOE",residential,Non Strata,1780000,2005-11-08,N,579
"19 FLORENCE ST, COTTESLOE",residential,Non Strata,280000,1990-11-19,N,567
"17 FLORENCE ST, COTTESLOE",residential,Non Strata,1530000,2015-04-17,N,676
"21 FLORENCE ST, COTTESLOE",residential,Non Strata,2495000,2017-11-28,N,567
"22 FLORENCE ST, COTTESLOE",residential,Non Strata,1200000,2006-03-03,N,617.146
"18 FLORENCE ST, COTTESLOE",residential,Non Strata,1650000,2009-11-20,N,617.146
"47 A HAWKSTONE ST, COTTESLOE",residential,Non Strata,210000,1990-04-07,N,493.171
"47 HAWKSTONE ST, COTTESLOE",residential,Non Strata,400000,1998-07-29,N,493.171
"45 HAWKSTONE ST, COTTESLOE",residential,Non Strata,1265000,2009-05-20,N,493.171
"42 HAWKSTONE ST, COTTESLOE",residential,Non Strata,184000,1991-11-23,N,556
"61 GRANT ST, COTTESLOE",residential,Non Strata,965000,2005-04-02,N,556
"61 A GRANT ST, COTTESLOE",residential,Non Strata,2015000,2023-02-17,N,556
"63 GRANT ST, COTTESLOE",residential,Non Strata,1250000,2005-11-17,N,556
"9 ANDREWS PL, COTTESLOE",residential,Strata,1115000,2012-11-08,N,819.488
"9 A ANDREWS PL, COTTESLOE",residential,Strata,835000,2012-11-08,N,819.488
"62 GRANT ST, COTTESLOE",residential,Non Strata,2430000,2022-03-05,N,687.966
"64 GRANT ST, COTTESLOE",residential,Non Strata,342500,1994-11-10,N,687.966
"5 ANDREWS PL, COTTESLOE",residential,Non Strata,900000,2004-04-17,N,725.905
"60 GRANT ST, COTTESLOE",residential,Non Strata,1850000,2019-11-04,N,687.966
"8 ANDREWS PL, COTTESLOE",residential,Non Strata,3305000,2021-02-11,N,715.788
"6 ANDREWS PL, COTTESLOE",residential,Non Strata,2250000,2015-06-17,N,698.083
"23 ANDREWS PL, COTTESLOE",residential,Non Strata,12000000,2023-07-21,N,728.434
"23 ANDREWS PL, COTTESLOE",residential,Non Strata,1950000,2013-01-09,N,728.434
"7 ACKLAND WAY, COTTESLOE",residential,Non Strata,2100000,2014-11-16,N,685.436
"5 ACKLAND WAY, COTTESLOE",residential,Non Strata,2050000,2010-03-04,N,685.436
"9 ACKLAND WAY, COTTESLOE",residential,Non Strata,279000,1990-08-30,N,685.436
"8 ACKLAND WAY, COTTESLOE",residential,Non Strata,215000,1992-08-28,N,680.378
"6 ACKLAND WAY, COTTESLOE",residential,Non Strata,2450000,2020-12-01,N,660.143
"15 FEDERAL ST, COTTESLOE",residential,Non Strata,1535000,2007-02-21,N,622.204
"9 FEDERAL ST, COTTESLOE",residential,Non Strata,1820000,2015-11-14,N,622.204
"11 FEDERAL ST, COTTESLOE",residential,Non Strata,2155000,2014-09-16,N,632.321
"13 FEDERAL ST, COTTESLOE",residential,Non Strata,1859000,2007-03-25,N,700.612
"7 FEDERAL ST, COTTESLOE",residential,Non Strata,190000,1991-08-27,N,617.146
"5 FEDERAL ST, COTTESLOE",residential,Non Strata,1820000,2007-06-04,N,574.148
"1 FEDERAL ST, COTTESLOE",residential,Non Strata,1415000,2008-07-12,N,574.148
"3 FEDERAL ST, COTTESLOE",residential,Non Strata,865000,2004-08-07,N,574.148
"1 A FEDERAL ST, COTTESLOE",residential,Non Strata,2830000,2022-02-14,N,498
"48 NORTH ST, COTTESLOE",residential,Non Strata,1351000,2019-02-09,N,516
"215 CURTIN AV, COTTESLOE",residential,Non Strata,1050000,2018-11-02,N,389
"217 CURTIN AV, COTTESLOE",residential,Non Strata,1037500,2019-06-05,N,554
"71 NAPIER ST, COTTESLOE",residential,Non Strata,500000,2001-04-17,N,683
"73 NAPIER ST, COTTESLOE",residential,Non Strata,500000,2003-05-23,N,696
"72 NAPIER ST, COTTESLOE",residential,Non Strata,3850000,2023-11-27,N,637.38
"72 NAPIER ST, COTTESLOE",residential,Non Strata,2495000,2010-01-31,N,637.38
"74 NAPIER ST, COTTESLOE",residential,Non Strata,1950000,2013-10-15,N,624.733
"6 HENRY RD, COTTESLOE",residential,Non Strata,1700000,2020-09-23,N,508.386
"4 HENRY RD, COTTESLOE",residential,Non Strata,1480000,2007-12-05,N,508.386
"15 ATHELSTAN RD, COTTESLOE",residential,Non Strata,672000,2004-08-10,N,637.38
"10 HENRY RD, COTTESLOE",residential,Non Strata,482000,1998-11-30,N,566.56
"17 ATHELSTAN RD, COTTESLOE",residential,Non Strata,1310000,2011-03-12,N,637.38
"13 ATHELSTAN RD, COTTESLOE",residential,Non Strata,600000,2002-02-16,N,637.38
"8 HENRY RD, COTTESLOE",residential,Non Strata,2512000,2023-06-27,N,566.56
"12 ATHELSTAN RD, COTTESLOE",residential,Non Strata,2785000,2018-06-25,N,553
"10 ATHELSTAN RD, COTTESLOE",residential,Non Strata,3200000,2016-07-03,N,1106
"11 HAINING AV, COTTESLOE",residential,Non Strata,1600000,2015-05-11,N,821.952
"9 HAINING AV, COTTESLOE",residential,Non Strata,2250000,2009-12-17,N,832.069
"10 HAINING AV, COTTESLOE",residential,Non Strata,3520000,2024-02-24,N,518
"10 HAINING AV, COTTESLOE",residential,Vacant,500000,2002-04-23,N,518
"8 A HAINING AV, COTTESLOE",residential,Vacant,1200000,2013-03-02,N,452
"12 HAINING AV, COTTESLOE",residential,Non Strata,1825000,2012-04-12,N,454
"70 ERIC ST, COTTESLOE",residential,Non Strata,1537500,2017-08-26,N,579
"3/72 ERIC ST, COTTESLOE",residential,Strata,1400000,2015-08-17,N,1158
"68 ERIC ST, COTTESLOE",residential,Non Strata,1795000,2019-12-09,N,579
"26 FLORENCE ST, COTTESLOE",residential,Non Strata,915000,2003-04-30,N,925.033
"26 FLORENCE ST, COTTESLOE",residential,Strata,2250000,2014-04-17,N,445
"28 FLORENCE ST, COTTESLOE",residential,Vacant,702000,2005-06-08,N,445
"24 FLORENCE ST, COTTESLOE",residential,Non Strata,2150000,2009-11-21,N,617.146
"49 HAWKSTONE ST, COTTESLOE",residential,Non Strata,690000,2002-03-19,N,493.171
"51 HAWKSTONE ST, COTTESLOE",residential,Non Strata,2650000,2011-09-07,N,493.171
"57 HAWKSTONE ST, COTTESLOE",residential,Non Strata,1380000,2009-10-15,N,493.211
"53 HAWKSTONE ST, COTTESLOE",residential,Non Strata,256000,1993-08-28,N,493.171
"56 HAWKSTONE ST, COTTESLOE",residential,Non Strata,398000,1999-03-16,Y,556
"50 HAWKSTONE ST, COTTESLOE",residential,Non Strata,3000000,2021-03-05,N,556
"52 HAWKSTONE ST, COTTESLOE",residential,Non Strata,1700000,2008-10-07,N,556
"54 HAWKSTONE ST, COTTESLOE",residential,Non Strata,316000,1995-12-17,N,556
"48 HAWKSTONE ST, COTTESLOE",residential,Non Strata,1015000,2004-08-26,N,556
"67 GRANT ST, COTTESLOE",residential,Non Strata,4200000,2022-09-09,N,556
"69 GRANT ST, COTTESLOE",residential,Non Strata,2675000,2019-07-30,N,556
"71 GRANT ST, COTTESLOE",residential,Non Strata,3180000,2021-02-24,N,556
"65 GRANT ST, COTTESLOE",residential,Non Strata,2525000,2013-05-02,N,556
"71 A GRANT ST, COTTESLOE",residential,Vacant,1365000,2014-09-06,N,556
"68 GRANT ST, COTTESLOE",residential,Non Strata,1768000,2010-08-16,N,698.083
"66 GRANT ST, COTTESLOE",residential,Non Strata,1525000,2014-02-01,N,687.966
"13 ANDREWS PL, COTTESLOE",residential,Non Strata,1250000,2006-02-01,N,637.38
"17 ANDREWS PL, COTTESLOE",residential,Non Strata,6825000,2020-01-24,N,1375
"19 ANDREWS PL, COTTESLOE",residential,Non Strata,3300000,2014-12-02,N,698.083
"3 ACKLAND WAY, COTTESLOE",residential,Non Strata,3985000,2023-07-08,N,685.436
"3 ACKLAND WAY, COTTESLOE",residential,Non Strata,3275000,2017-09-11,N,685.436
"2 ACKLAND WAY, COTTESLOE",residential,Non Strata,3850000,2024-02-09,N,662.673
"2 ACKLAND WAY, COTTESLOE",residential,Non Strata,2750000,2020-04-04,N,662.673
"4 ACKLAND WAY, COTTESLOE",residential,Non Strata,2975000,2014-02-02,N,644.968
"16 FEDERAL ST, COTTESLOE",residential,Non Strata,2450000,2017-04-10,N,604.499
"18 FEDERAL ST, COTTESLOE",residential,Non Strata,2300000,2020-07-15,N,604.499
"12 FEDERAL ST, COTTESLOE",residential,Non Strata,1900000,2012-01-27,N,614.616
"14 FEDERAL ST, COTTESLOE",residential,Non Strata,3075000,2024-05-04,N,682.907
"14 FEDERAL ST, COTTESLOE",residential,Non Strata,1800000,2010-11-25,N,682.907
"10 FEDERAL ST, COTTESLOE",residential,Non Strata,1850000,2016-02-05,N,604.499
"6 FEDERAL ST, COTTESLOE",residential,Non Strata,1600000,2015-07-25,N,558.972
"8 FEDERAL ST, COTTESLOE",residential,Non Strata,1688000,2018-09-21,N,599.441
"2 FEDERAL ST, COTTESLOE",residential,Non Strata,1650000,2014-02-08,N,558.972
"4 FEDERAL ST, COTTESLOE",residential,Non Strata,1030000,2003-06-28,N,558.972
"2 B FEDERAL ST, COTTESLOE",residential,Non Strata,1375000,2017-11-10,N,502
"42 NORTH ST, COTTESLOE",residential,Non Strata,2160000,2021-03-06,N,756.256
"44 NORTH ST, COTTESLOE",residential,Non Strata,1345000,2020-11-10,N,507
"2 A FEDERAL ST, COTTESLOE",residential,Non Strata,1630000,2020-05-08,N,500
"4/89 FORREST ST, COTTESLOE",commercial,Strata,580000,2020-11-27,N,1080
"9/85 FORREST ST, COTTESLOE",commercial,Strata,1237500,2023-12-03,Y,538.738
"2/85 FORREST ST, COTTESLOE",commercial,Strata,450000,2022-01-14,N,538.738
"8/85 FORREST ST, COTTESLOE",commercial,Strata,1237500,2023-12-03,Y,538.738
"12/86 FORREST ST, COTTESLOE",commercial,Strata,286364,2024-05-09,N,869
"11/86 FORREST ST, COTTESLOE",commercial,Strata,270000,2020-11-25,N,869
"76 NAPIER ST, COTTESLOE",residential,Non Strata,975000,2005-12-12,Y,283.28
"221 A CURTIN AV, COTTESLOE",residential,Non Strata,975000,2005-12-12,Y,351.571
"223 CURTIN AV, COTTESLOE",residential,Non Strata,1032500,2014-10-18,N,447.683
"225 CURTIN AV, COTTESLOE",residential,Non Strata,1095000,2017-12-29,N,518.503
"231 CURTIN AV, COTTESLOE",residential,Non Strata,1230000,2016-02-13,N,614
"229 CURTIN AV, COTTESLOE",residential,Non Strata,1342500,2014-08-07,N,607.028
"19 ATHELSTAN RD, COTTESLOE",residential,Vacant,690000,2000-07-27,N,345
"31 CURTIN AV, COTTESLOE",residential,Non Strata,285000,1996-04-02,Y,2
"25 ATHELSTAN RD, COTTESLOE",residential,Non Strata,1125000,2005-10-15,N,330
"21 ATHELSTAN RD, COTTESLOE",residential,Non Strata,2300000,2022-08-04,N,345
"23 ATHELSTAN RD, COTTESLOE",residential,Non Strata,1710000,2014-10-04,N,345
"4/14 ATHELSTAN RD, COTTESLOE",residential,Strata,1630000,2021-12-24,N,1594
"7 CHARLES ST, COTTESLOE",residential,Non Strata,1550000,2014-02-03,N,352
"9 CHARLES ST, COTTESLOE",residential,Non Strata,1350000,2006-03-18,N,361
"3 MILLERS CT, COTTESLOE",residential,Non Strata,1450000,2009-11-02,N,375
"5 CHARLES ST, COTTESLOE",residential,Non Strata,1610000,2019-09-05,N,366
"5 A MILLERS CT, COTTESLOE",residential,Strata,1750000,2023-03-31,N,669
"1 CHARLES ST, COTTESLOE",residential,Non Strata,2310000,2021-04-17,N,366
"3 CHARLES ST, COTTESLOE",residential,Non Strata,1670000,2017-01-31,N,366
"1 B CHARLES ST, COTTESLOE",residential,Non Strata,1650000,2013-03-24,N,299
"1 A CHARLES ST, COTTESLOE",residential,Non Strata,2420000,2021-03-19,N,299
"1 C CHARLES ST, COTTESLOE",residential,Non Strata,1535000,2015-12-15,N,299
"1 D CHARLES ST, COTTESLOE",residential,Non Strata,1075000,2005-06-30,N,299
"76 A ERIC ST, COTTESLOE",residential,Non Strata,1890000,2022-03-13,N,447
"78 ERIC ST, COTTESLOE",residential,Non Strata,1300000,2017-08-19,N,447
"76 ERIC ST, COTTESLOE",residential,Non Strata,1610000,2021-02-11,N,447
"74 ERIC ST, COTTESLOE",residential,Non Strata,1810000,2019-09-15,N,682.853
"80 ERIC ST, COTTESLOE",residential,Non Strata,1480000,2016-12-11,N,682.907
"35 FLORENCE ST, COTTESLOE",residential,Non Strata,3500000,2014-11-07,N,682.907
"37 FLORENCE ST, COTTESLOE",residential,Non Strata,2600000,2024-02-28,N,682.907
"32 FLORENCE ST, COTTESLOE",residential,Non Strata,1855000,2020-09-03,N,701
"34 FLORENCE ST, COTTESLOE",residential,Non Strata,1900000,2017-01-30,N,657.562
"61 HAWKSTONE ST, COTTESLOE",residential,Non Strata,2500000,2012-06-20,N,493.171
"65 HAWKSTONE ST, COTTESLOE",residential,Non Strata,514000,2001-07-22,N,493.171
"59 HAWKSTONE ST, COTTESLOE",residential,Non Strata,2630000,2023-03-31,N,493.171
"63 HAWKSTONE ST, COTTESLOE",residential,Non Strata,1150000,2006-10-19,N,493.171
"62 HAWKSTONE ST, COTTESLOE",residential,Non Strata,1450000,2015-05-31,N,556
"64 HAWKSTONE ST, COTTESLOE",residential,Non Strata,2900000,2023-05-01,N,556
"58 HAWKSTONE ST, COTTESLOE",residential,Non Strata,1520000,2019-04-25,N,556
"60 HAWKSTONE ST, COTTESLOE",residential,Non Strata,1400000,2012-06-07,N,556
"77 GRANT ST, COTTESLOE",residential,Non Strata,585000,1996-09-19,N,556
"73 GRANT ST, COTTESLOE",residential,Non Strata,2000000,2022-09-05,N,556
"75 A GRANT ST, COTTESLOE",residential,Non Strata,1385000,2016-06-11,N,556
"76 GRANT ST, COTTESLOE",residential,Non Strata,1825000,2013-04-07,N,483.093
"74 GRANT ST, COTTESLOE",residential,Non Strata,192500,1992-11-25,N,483.093
"72 GRANT ST, COTTESLOE",residential,Non Strata,1600000,2014-07-05,N,480.564
"5 KATHLEEN ST, COTTESLOE",residential,Non Strata,6350000,2024-01-31,N,928
"7 KATHLEEN ST, COTTESLOE",residential,Non Strata,1170000,2009-06-14,N,462.859
"9 KATHLEEN ST, COTTESLOE",residential,Non Strata,285000,1993-12-18,N,462.859
"11 KATHLEEN ST, COTTESLOE",residential,Non Strata,390000,1997-11-15,N,462.859
"19 KATHLEEN ST, COTTESLOE",residential,Non Strata,305200,1994-01-22,N,462.859
"21 KATHLEEN ST, COTTESLOE",residential,Non Strata,1550000,2010-08-06,N,462.859
"17 KATHLEEN ST, COTTESLOE",residential,Non Strata,2040000,2022-02-19,N,465.388
"23 KATHLEEN ST, COTTESLOE",residential,Non Strata,850000,2011-09-24,N,462.859
"25 KATHLEEN ST, COTTESLOE",residential,Non Strata,861000,2005-06-28,N,465.388
"27 KATHLEEN ST, COTTESLOE",residential,Non Strata,800000,2005-07-04,N,462.859
"31 KATHLEEN ST, COTTESLOE",residential,Non Strata,1420000,2006-10-26,N,561.501
"33 KATHLEEN ST, COTTESLOE",residential,Non Strata,4250000,2021-07-27,N,561.501
"35 KATHLEEN ST, COTTESLOE",residential,Non Strata,2800000,2022-02-21,N,561.501
"41 KATHLEEN ST, COTTESLOE",residential,Non Strata,1500000,2011-03-09,N,561.501
"43 KATHLEEN ST, COTTESLOE",residential,Non Strata,1730000,2019-07-16,N,561.501
"49 KATHLEEN ST, COTTESLOE",residential,Non Strata,1200000,2006-02-12,N,564.031
"47 KATHLEEN ST, COTTESLOE",residential,Non Strata,2450000,2021-04-07,N,564.031
"45 KATHLEEN ST, COTTESLOE",residential,Non Strata,1800000,2020-11-12,N,564.031
"53 KATHLEEN ST, COTTESLOE",residential,Non Strata,180000,1991-10-10,N,566.56
"51 KATHLEEN ST, COTTESLOE",residential,Non Strata,250000,1990-01-10,N,566.56
"40 NORTH ST, COTTESLOE",residential,Non Strata,158000,1990-05-17,N,756.256
"6/91 FORREST ST, COTTESLOE",residential,Strata,1100000,2023-02-24,N,2159
"2/99 FORREST ST, COTTESLOE",residential,Strata,850000,2023-12-12,N,1077
"2/99 FORREST ST, COTTESLOE",residential,Strata,795000,2006-09-04,N,1077
"1/92 FORREST ST, COTTESLOE",commercial,Strata,847000,2021-04-07,Y,506
"94 FORREST ST, COTTESLOE",commercial,Vacant,110000,1993-03-11,N,254
"98 FORREST ST, COTTESLOE",residential,Non Strata,2355000,2017-05-18,N,505.857
"2/92 FORREST ST, COTTESLOE",commercial,Strata,308000,2021-04-07,N,506
"23 VERA ST, COTTESLOE",residential,Non Strata,755000,2021-11-16,N,255
"23 VERA ST, COTTESLOE",commercial,Vacant,110000,1993-03-11,N,255
"3/92 FORREST ST, COTTESLOE",commercial,Strata,847000,2021-04-07,Y,506
"34 VERA ST, COTTESLOE",residential,Non Strata,1575000,2017-02-13,N,243
"3/1 ALBION ST, COTTESLOE",residential,Strata,810000,2010-05-10,N,1156
"36 VERA ST, COTTESLOE",residential,Non Strata,1775000,2021-09-16,N,248
"4 RAILWAY ST, COTTESLOE",residential,Non Strata,1050000,2018-02-26,N,458
"6 RAILWAY ST, COTTESLOE",residential,Non Strata,978000,2016-11-18,Y,420
"10 RAILWAY ST, COTTESLOE",residential,Non Strata,1525000,2017-10-16,N,596.911
"8 RAILWAY ST, COTTESLOE",residential,Non Strata,1010000,2017-01-27,N,382
"12 RAILWAY ST, COTTESLOE",residential,Non Strata,1200000,2020-11-16,N,367
"14 RAILWAY ST, COTTESLOE",residential,Non Strata,1700000,2022-07-21,Y,159
"14 A RAILWAY ST, COTTESLOE",residential,Non Strata,1700000,2022-07-21,Y,210
"20 RAILWAY ST, COTTESLOE",residential,Non Strata,690000,2005-03-01,N,553.913
"1 A BURT ST, COTTESLOE",residential,Non Strata,1875000,2010-08-30,N,498.269
"2 BURT ST, COTTESLOE",residential,Strata,1220000,2019-03-09,N,607.028
"2 MILLERS CT, COTTESLOE",residential,Non Strata,1575000,2021-10-27,N,351
"4 MILLERS CT, COTTESLOE",residential,Non Strata,1330000,2013-09-16,N,351
"6 MILLERS CT, COTTESLOE",residential,Non Strata,1500000,2021-05-25,N,352
"8 MILLERS CT, COTTESLOE",residential,Non Strata,1700000,2020-10-27,N,376
"10 MILLERS CT, COTTESLOE",residential,Non Strata,1470000,2018-04-11,N,351
"84 ERIC ST, COTTESLOE",residential,Non Strata,355000,2000-02-22,N,682.907
"86 ERIC ST, COTTESLOE",residential,Non Strata,1470000,2007-09-06,N,682.907
"22 VERA ST, COTTESLOE",residential,Strata,1320000,2017-09-19,N,239
"82 ERIC ST, COTTESLOE",residential,Non Strata,1200000,2007-01-02,N,682.907
"43 FLORENCE ST, COTTESLOE",residential,Non Strata,1925000,2020-02-17,N,682.907
"41 FLORENCE ST, COTTESLOE",residential,Non Strata,207000,1992-08-06,N,682.907
"39 FLORENCE ST, COTTESLOE",residential,Non Strata,178000,1991-05-07,N,682.907
"44 FLORENCE ST, COTTESLOE",residential,Non Strata,1700000,2019-04-24,N,657.562
"42 FLORENCE ST, COTTESLOE",residential,Non Strata,1725000,2013-11-28,N,657.562
"73 HAWKSTONE ST, COTTESLOE",residential,Non Strata,750000,2005-01-03,N,493.171
"67 HAWKSTONE ST, COTTESLOE",residential,Non Strata,2850000,2022-03-05,N,493.171
"71 HAWKSTONE ST, COTTESLOE",residential,Non Strata,2350000,2022-10-05,N,493.171
"69 HAWKSTONE ST, COTTESLOE",residential,Non Strata,2850000,2021-12-13,N,493.171
"66 HAWKSTONE ST, COTTESLOE",residential,Non Strata,2600000,2020-02-04,N,556
"68 HAWKSTONE ST, COTTESLOE",residential,Non Strata,1500000,2015-02-23,N,556
"83 GRANT ST, COTTESLOE",residential,Non Strata,1875000,2015-05-20,Y,556
"83 A GRANT ST, COTTESLOE",residential,Non Strata,1875000,2015-05-20,Y,278
"2 KATHLEEN ST, COTTESLOE",residential,Non Strata,1890000,2010-02-22,N,490.681
"1 GRIVER ST, COTTESLOE",residential,Vacant,175500,1989-09-11,N,612.087
"84 GRANT ST, COTTESLOE",residential,Non Strata,295000,1996-12-08,N,508.386
"82 GRANT ST, COTTESLOE",residential,Non Strata,1465000,2011-10-21,N,510.916
"78 GRANT ST, COTTESLOE",residential,Non Strata,2940000,2021-12-13,N,508.386
"3 GRIVER ST, COTTESLOE",residential,Non Strata,2700000,2019-11-24,N,857
"5 GRIVER ST, COTTESLOE",residential,Non Strata,700000,2003-07-05,N,490.681
"8 KATHLEEN ST, COTTESLOE",residential,Non Strata,725000,2004-03-01,N,490.681
"4 KATHLEEN ST, COTTESLOE",residential,Vacant,165000,1991-03-19,N,490.681
"6 KATHLEEN ST, COTTESLOE",residential,Non Strata,260000,1995-12-23,N,490.681
"11 GRIVER ST, COTTESLOE",residential,Non Strata,2350000,2018-07-05,N,490.681
"12 KATHLEEN ST, COTTESLOE",residential,Non Strata,265000,1994-01-17,N,490.681
"7 GRIVER ST, COTTESLOE",residential,Non Strata,2100000,2013-12-08,N,490.681
"14 KATHLEEN ST, COTTESLOE",residential,Vacant,290000,1994-11-05,N,490.681
"10 KATHLEEN ST, COTTESLOE",residential,Non Strata,1430000,2019-04-13,N,490.681
"18 KATHLEEN ST, COTTESLOE",residential,Non Strata,1300000,2016-10-22,N,490.681
"15 GRIVER ST, COTTESLOE",residential,Non Strata,1700000,2014-02-20,N,490.681
"22 KATHLEEN ST, COTTESLOE",residential,Non Strata,640000,2003-06-22,N,490.681
"17 GRIVER ST, COTTESLOE",residential,Vacant,1550000,2018-08-17,N,491
"16 KATHLEEN ST, COTTESLOE",residential,Non Strata,1335000,2017-07-18,N,490.681
"20 KATHLEEN ST, COTTESLOE",residential,Non Strata,183000,1991-05-22,N,490.681
"13 GRIVER ST, COTTESLOE",residential,Non Strata,155000,1990-09-17,N,490.681
"28 KATHLEEN ST, COTTESLOE",residential,Non Strata,1425000,2015-08-07,N,490.681
"26 KATHLEEN ST, COTTESLOE",residential,Non Strata,181000,1989-06-14,N,490.681
